AMOUNT,CHITS_GROUP_ID,CUSTOMER_ID,STR,PAYMENT_DATE_TIME,PAYMENT_DATE,TXN_DATE_TIME,TXN_DATE,USER_GOAL_ID,UTR_NO,VENDOR_TXN_ID,PAYMENT_MODE
2000,2457270,2413356,C61237531668326520878,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2463250,30055419861,2463250T1668326631555,UPI
250,721985,697762,C664761668326977936,2022-11-14,2022-11-14,2022-11-13,2022-11-13,722636,30055419861,722636T1668327102127,UPI
2121,1426714,1508259,C60244011668330079118,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1519377,30055419861,1519377T1668330186915,UPI
1000,2438310,2463443,C61270511668334645455,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2463445,30055419861,2463445T1668334740833,UPI
4000,2381939,2463397,C61270281668335636249,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2463471,30055419861,2463471T1668335808733,UPI
2000,2457270,2287365,C61140511668335802237,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2463481,30055419861,2463481T1668335934298,UPI
500,724477,827516,C19426321668336757440,2022-11-14,2022-11-14,2022-11-13,2022-11-13,827733,30055419861,827733T1668336875005,UPI
1120,1917974,1948594,C32962931668339672554,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1974099,30055419861,1974099T1668339799126,UPI
1120,2015860,2058580,C61009511668342972490,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2058620,30055419861,2058620T1668343067696,UPI
1000,2438310,2463742,C61271271668343401243,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2463758,30055419861,2463758T1668343534011,UPI
1120,1917974,1614114,C60428951668347373837,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1930347,30055419861,1930347T1668347497777,UPI
1120,1853806,1879625,C60828331668347813560,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1879683,30055419861,1879683T1668347913213,UPI
2275,1776395,1809821,C60680241668348074300,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1809835,30055419861,1809835T1668348199762,UPI
2121,1736176,1743318,C60678831668348463503,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1743485,30055419861,1743485T1668348565765,UPI
1120,1735955,1778734,C60710421668348727204,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1778772,30055419861,1778772T1668348813090,UPI
250,711309,712355,C42625901668349430803,2022-11-14,2022-11-14,2022-11-13,2022-11-13,712358,30055419861,712358T1668349553099,UPI
250,711309,712639,C42754131668349565273,2022-11-14,2022-11-14,2022-11-13,2022-11-13,712649,30055419861,712649T1668349724812,UPI
250,711309,712690,C42758721668349836146,2022-11-14,2022-11-14,2022-11-13,2022-11-13,712707,30055419861,712707T1668349948657,UPI
250,711309,712749,C42627961668349940435,2022-11-14,2022-11-14,2022-11-13,2022-11-13,712768,30055419861,712768T1668350067990,UPI
250,711309,712804,C42628681668350073184,2022-11-14,2022-11-14,2022-11-13,2022-11-13,712807,30055419861,712807T1668350179067,UPI
250,711309,711759,C42763631668350170082,2022-11-14,2022-11-14,2022-11-13,2022-11-13,711771,30055419861,711771T1668350277748,UPI
1000,2438310,2463976,C61271911668350170966,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2463995,30055419861,2463995T1668350271040,UPI
1000,2438310,2464042,C61271991668351374513,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2464044,30055419861,2464044T1668351478546,UPI
3464,1565622,1417509,C59996501668351922551,2022-11-14,2022-11-14,2022-11-13,2022-11-13,1603570,30055419861,1603570T1668352139227,UPI
2000,2457270,2464370,C61272671668360442302,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2464380,30055419861,2464380T1668360568793,UPI
1000,2438310,2099992,C61048591668361150995,2022-11-14,2022-11-14,2022-11-13,2022-11-13,2464385,30055419861,2464385T1668361431373,UPI
1120,2104010,2099871,C61048311668367598018,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2119722,2.32E+11,2119722T1668367693792,UPI
2000,2457270,2464567,C59944071668369364608,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2464576,2.32E+11,2464576T1668369464241,UPI
1120,1565622,1609804,C59637441668388244873,2022-11-15,2022-11-15,2022-11-14,2022-11-14,1609831,2.32E+11,1609831T1668388335718,UPI
1000,2438310,2467892,C60231401668393705451,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2467912,2.32E+11,2467912T1668393807457,UPI
250,714932,716007,C434511668396543039,2022-11-15,2022-11-15,2022-11-14,2022-11-14,716030,2.32E+11,716030T1668396644071,UPI
1000,2438310,2247902,C61102541668408631634,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2468466,2.32E+11,2468466T1668408851093,UPI
2000,2457270,2468575,C61274951668411434074,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2468590,2.32E+11,2468590T1668411570033,UPI
250,713642,715394,C1380841668412203117,2022-11-15,2022-11-15,2022-11-14,2022-11-14,715445,2.32E+11,715445T1668412300971,UPI
250,728097,728858,C15524931668412390501,2022-11-15,2022-11-15,2022-11-14,2022-11-14,728864,2.32E+11,728864T1668412483149,UPI
2122,1426714,1480559,C60168801668413413361,2022-11-15,2022-11-15,2022-11-14,2022-11-14,1530207,2.32E+11,1530207T1668413508275,UPI
2000,2457270,2468036,C61274251668415845935,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2468887,2.32E+11,2468887T1668415958821,UPI
2000,2457270,2468908,C61275371668416864306,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2468935,2.32E+11,2468935T1668417007352,UPI
2122,1426714,1451393,C60102301668417017361,2022-11-15,2022-11-15,2022-11-14,2022-11-14,1510660,2.32E+11,1510660T1668417129283,UPI
1120,1962449,2004130,C60964291668417252670,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2004138,2.32E+11,2004138T1668417374645,UPI
1000,2438310,2430290,C61249521668420438892,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469091,2.32E+11,2469091T1668420703785,UPI
4000,2381939,2464016,C61271811668420885570,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469108,2.32E+11,2469108T1668421032355,UPI
1000,2438310,2426044,C61248151668424141844,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469243,2.32E+11,2469243T1668424259527,UPI
4000,2381939,2464203,C61272291668424998704,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469310,2.32E+11,2469310T1668425106775,UPI
1000,2438310,2464515,C61273111668426256405,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469417,2.32E+11,2469417T1668426344805,UPI
1000,2438310,2469352,C61276001668426625954,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469460,2.32E+11,2469460T1668426754887,UPI
4000,2381939,2364614,C61198181668429087026,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469568,2.32E+11,2469568T1668429212760,UPI
1000,2438310,2318443,C61170601668430266049,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469657,2.32E+11,2469657T1668430376312,UPI
1120,1917974,1905379,C60862231668430527899,2022-11-15,2022-11-15,2022-11-14,2022-11-14,1924068,2.32E+11,1924068T1668430688453,UPI
1000,2438310,2384717,C61214331668432259471,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469790,2.32E+11,2469790T1668432439137,UPI
1000,2438310,2396195,C61224001668432402443,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2469795,2.32E+11,2469795T1668432496774,UPI
2000,647505,697075,C5655341668432868138,2022-11-15,2022-11-15,2022-11-14,2022-11-14,697103,2.32E+11,697103T1668433044579,UPI
1120,1886397,1889356,C60800151668446165632,2022-11-15,2022-11-15,2022-11-14,2022-11-14,1889509,2.32E+11,1889509T1668446263162,UPI
1120,1886397,1889356,C60800151668446336070,2022-11-15,2022-11-15,2022-11-14,2022-11-14,1889521,2.32E+11,1889521T1668446425994,UPI
2000,2457270,2464440,C60650761668446709698,2022-11-15,2022-11-15,2022-11-14,2022-11-14,2470363,2.32E+11,2470363T1668446836559,UPI
1000,2438310,1906108,C60864571668454481407,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2470513,2.32E+11,2470513T1668454576322,UPI
1000,2438310,2448530,C61260091668457794901,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2470566,2.32E+11,2470566T1668457952339,UPI
1121,2104010,1985780,C60127771668458603781,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2112252,2.32E+11,2112252T1668458690393,UPI
250,728097,728487,C20216271668477855429,2022-11-16,2022-11-16,2022-11-15,2022-11-15,728490,2.32E+11,728490T1668477973872,UPI
250,728097,728449,C20192171668478349946,2022-11-16,2022-11-16,2022-11-15,2022-11-15,728452,2.32E+11,728452T1668478458872,UPI
4000,2381939,2456861,C61262841668480640537,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2473855,2.32E+11,2473855T1668480752903,UPI
1000,2438310,2470154,C61276981668481730109,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2473897,2.32E+11,2473897T1668481837976,UPI
1121,2104010,2211734,C61077551668483509246,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2211807,2.32E+11,2211807T1668483621353,UPI
4128,1736358,1791141,C60722081668485648028,2022-11-16,2022-11-16,2022-11-15,2022-11-15,1901673,2.32E+11,1901673T1668485799514,UPI
2000,2457270,1687672,C60607981668486120443,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474035,2.32E+11,2474035T1668486215946,UPI
1000,2438310,2474026,C16389701668486294055,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474051,2.32E+11,2474051T1668486397401,UPI
2000,2457270,2474102,C61279261668488241010,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474143,2.32E+11,2474143T1668488525803,UPI
250,935147,960096,C47686201668491260580,2022-11-16,2022-11-16,2022-11-15,2022-11-15,960101,2.32E+11,960101T1668491758160,UPI
2000,2457270,2474280,C61279551668492293988,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474308,2.32E+11,2474308T1668492405694,UPI
1000,2438310,2474568,C61279851668495738494,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474594,2.32E+11,2474594T1668495879107,UPI
1000,2438310,2468652,C61275111668498880780,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474785,2.32E+11,2474785T1668499006733,UPI
1000,2438310,2470508,C61277991668500189455,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474872,2.32E+11,2474872T1668500306783,UPI
1000,2438310,2232006,C61091631668501771418,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2474943,2.32E+11,2474943T1668501891863,UPI
500,707869,724932,C429371668503825935,2022-11-16,2022-11-16,2022-11-15,2022-11-15,724935,2.32E+11,724935T1668503928500,UPI
4000,2381939,1736691,C60674931668509170167,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2475356,2.32E+11,2475356T1668509271492,UPI
1000,2438310,2475612,C61281511668514993619,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2475636,2.32E+11,2475636T1668515104799,UPI
1000,2438310,2475465,C61281281668518695125,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2475970,2.32E+11,2475970T1668518802908,UPI
4000,2381939,1807958,C60743281668521358550,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476164,2.32E+11,2476164T1668521597232,UPI
1000,2438310,2211832,C61077691668522099009,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476189,2.32E+11,2476189T1668522197862,UPI
1000,2438310,2447602,C61257741668522974814,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476232,2.32E+11,2476232T1668523064489,UPI
250,696735,701069,C45273731668525064744,2022-11-16,2022-11-16,2022-11-15,2022-11-15,965520,2.32E+11,965520T1668525240362,UPI
4000,2381939,2441534,C61253791668527759941,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476389,2.32E+11,2476389T1668527877989,UPI
2000,2457270,2077831,C59849871668528660148,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476422,2.32E+11,2476422T1668528787912,UPI
1000,2438310,2105579,C61052871668530025966,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476457,2.32E+11,2476457T1668530134680,UPI
1000,2438310,2459154,C61267051668530070506,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476461,2.32E+11,2476461T1668530177895,UPI
2000,2457270,1491101,C60209831668532345181,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476541,2.32E+11,2476541T1668532444442,UPI
1000,2438310,2476533,C61282881668534023312,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476575,2.32E+11,2476575T1668534240729,UPI
2000,2457270,2237204,C61094981668535269868,2022-11-16,2022-11-16,2022-11-15,2022-11-15,2476602,2.32E+11,2476602T1668535375687,UPI
1000,2438310,2469180,C61275821668539763120,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2476746,2.32E+11,2476746T1668539921445,UPI
4000,2381939,2476732,C61283331668540042940,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2476753,2.32E+11,2476753T1668540159567,UPI
1121,1917974,1869161,C60815321668565154724,2022-11-17,2022-11-17,2022-11-16,2022-11-16,1937684,2.32E+11,1937684T1668565254596,UPI
1000,2438310,2456794,C16274101668566630370,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480060,2.32E+11,2480060T1668566728509,UPI
4000,2381939,2480033,C61283911668567950092,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480102,2.32E+11,2480102T1668568071272,UPI
2000,2457270,2480128,C61284121668569467076,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480150,2.32E+11,2480150T1668569631080,UPI
1000,2438310,2480289,C61284491668574265269,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480301,2.32E+11,2480301T1668574602912,UPI
1000,2438310,1854944,C16044971668576756387,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480503,2.32E+11,2480503T1668577319434,UPI
4000,2475717,2268062,C61121681668578328533,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480570,2.32E+11,2480570T1668578617610,UPI
1121,2070676,2071269,C61021771668578508802,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2071301,2.32E+11,2071301T1668578606566,UPI
1000,2480325,2304317,C61154751668580619130,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480705,2.32E+11,2480705T1668580749822,UPI
1000,2438310,2479992,C61283811668581682135,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2480753,2.32E+11,2480753T1668581785084,UPI
1121,2070676,2078449,C60607931668585140368,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2078528,2.32E+11,2078528T1668585229984,UPI
1000,2480325,2458882,C61266251668588777483,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481131,2.32E+11,2481131T1668588900689,UPI
2000,2457270,2481238,C61276411668591565419,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481266,2.32E+11,2481266T1668591678218,UPI
1000,2480325,2481364,C61285891668594463259,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481382,2.32E+11,2481382T1668594608689,UPI
1000,2480325,2481403,C61285931668594980269,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481426,2.32E+11,2481426T1668595335131,UPI
1000,2480325,2303860,C61156601668598660154,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481582,2.32E+11,2481582T1668598808307,UPI
2000,2457270,2261979,C61115871668600420126,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481665,2.32E+11,2481665T1668600522582,UPI
1000,2480325,2272474,C61124911668605632990,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2481931,2.32E+11,2481931T1668605895881,UPI
1000,2480325,2482168,C61287341668610845925,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2482182,2.32E+11,2482182T1668610971357,UPI
1000,2480325,2482190,C61287441668611303455,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2482209,2.32E+11,2482209T1668611419728,UPI
2000,2457270,2482158,C61287331668611422001,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2482227,2.32E+11,2482227T1668611893646,UPI
1000,2480325,2342818,C61181201668615007736,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2482357,2.32E+11,2482357T1668615119954,UPI
2000,2457270,2482543,C2100041668623235582,2022-11-17,2022-11-17,2022-11-16,2022-11-16,2482553,2.32E+11,2482553T1668623469498,UPI
1000,2480325,2486622,C61289601668662061757,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2486689,2.32E+11,2486689T1668662170937,UPI
2000,2457270,2256275,C61111181668663512777,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2486730,2.32E+11,2486730T1668663643470,UPI
1000,2480325,2486954,C61290051668668058538,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2486989,2.32E+11,2486989T1668668173195,UPI
1000,2480325,2486987,C61290121668668258987,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2486998,2.32E+11,2486998T1668668369771,UPI
2125,1736176,1853360,C60794601668672017034,2022-11-18,2022-11-18,2022-11-17,2022-11-17,1868931,2.32E+11,1868931T1668672122261,UPI
1000,2480325,2441430,C61253561668674967204,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487195,2.32E+11,2487195T1668675079706,UPI
2000,2457270,1829766,C60262231668676536674,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487237,2.32E+11,2487237T1668676637071,UPI
2000,2457270,2297324,C61149591668677049940,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487259,2.32E+11,2487259T1668677160928,UPI
2125,1551754,1461427,C59984201668681882426,2022-11-18,2022-11-18,2022-11-17,2022-11-17,1584913,2.32E+11,1584913T1668681997709,UPI
1000,2480325,2211763,C61065161668684595045,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487526,2.32E+11,2487526T1668684713854,UPI
500,647767,695368,C24826281668689536483,2022-11-18,2022-11-18,2022-11-17,2022-11-17,695372,2.32E+11,695372T1668689637779,UPI
1000,2480325,2487092,C61290361668690196904,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487759,2.32E+11,2487759T1668690286688,UPI
1122,1735955,1573803,C60373301668692601116,2022-11-18,2022-11-18,2022-11-17,2022-11-17,1778325,2.32E+11,1778325T1668692852236,UPI
4000,2475717,2456613,C61262061668693483942,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487882,2.32E+11,2487882T1668693612667,UPI
1000,2480325,2487293,C61290711668695391721,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2487962,2.32E+11,2487962T1668695495959,UPI
2000,2457270,2486577,C60309151668704671388,2022-11-18,2022-11-18,2022-11-17,2022-11-17,2488342,2.32E+11,2488342T1668704798770,UPI
1000,2480325,2462925,C61269101668716855736,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2488535,2.33E+11,2488535T1668716966391,UPI
250,728097,729009,C2600491668727873717,2022-11-21,2022-11-21,2022-11-18,2022-11-18,729012,2.33E+11,729012T1668727980490,UPI
1000,2480325,2330473,C61177941668736443251,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2491732,2.33E+11,2491732T1668736528898,UPI
1000,2480325,1853667,C60795401668741401481,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2491813,2.33E+11,2491813T1668741483296,UPI
1000,2480325,2417838,C61240541668746634606,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2491990,2.33E+11,2491990T1668746737405,UPI
1000,2480325,2418537,C2096711668751638505,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2492185,2.33E+11,2492185T1668751742409,UPI
2000,2457270,2492049,C61204751668754141458,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2492359,2.33E+11,2492359T1668754252933,UPI
1000,2480325,1838779,C1579141668755782099,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2492485,2.33E+11,2492485T1668756128194,UPI
1000,2480325,2341612,C61179651668759253255,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2492626,2.33E+11,2492626T1668759359988,UPI
1000,2480325,2492605,C61294891668761036979,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2492653,2.33E+11,2492653T1668761169526,UPI
4000,2475717,2492748,C61295341668764625774,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2492764,2.33E+11,2492764T1668764724678,UPI
1000,2480325,2364222,C61197341668774990405,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493137,2.33E+11,2493137T1668775093741,UPI
1000,2480325,2493085,C61296001668776239771,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493182,2.33E+11,2493182T1668776333331,UPI
1000,2480325,2493207,C61296161668777561129,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493230,2.33E+11,2493230T1668777715391,UPI
2000,2457270,2464618,C60767421668778917103,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493323,2.33E+11,2493323T1668779389797,UPI
1123,1886397,1754083,C60683831668780169887,2022-11-21,2022-11-21,2022-11-18,2022-11-18,1888586,2.33E+11,1888586T1668780393492,UPI
1000,2480325,2060266,C1191951668780877988,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493433,2.33E+11,2493433T1668781006737,UPI
1000,2480325,2268704,C61123541668781836405,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493455,2.33E+11,2493455T1668781932901,UPI
2000,2457270,2487683,C61291351668782788380,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493476,2.33E+11,2493476T1668782896118,UPI
2127,1967040,2047744,C61005691668783659010,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2047762,2.33E+11,2047762T1668783748465,UPI
250,935147,1038026,C43768561668783713622,2022-11-21,2022-11-21,2022-11-18,2022-11-18,1038029,2.33E+11,1038029T1668783820385,UPI
1000,2480325,2079904,C61031711668783924489,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493523,2.33E+11,2493523T1668784013391,UPI
1000,2480325,1747934,C60679241668790789649,2022-11-21,2022-11-21,2022-11-18,2022-11-18,2493680,2.33E+11,2493680T1668790888755,UPI
1000,2480325,2448942,C61260941668801342956,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2493803,2.33E+11,2493803T1668801441280,UPI
1000,2480325,2426226,C61248391668819347007,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2496963,2.33E+11,2496963T1668819486012,UPI
1000,2480325,2380771,C61210211668819591606,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2496973,2.33E+11,2496973T1668819701856,UPI
1000,2480325,2497127,C61295331668832338401,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497142,2.33E+11,2497142T1668832485569,UPI
2000,2457270,2272623,C61125161668838911604,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497400,2.33E+11,2497400T1668839013946,UPI
1000,2480325,2493447,C61296411668844832721,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497631,2.33E+11,2497631T1668845030766,UPI
1000,2480325,2486972,C61290081668845665941,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497669,2.33E+11,2497669T1668846126555,UPI
1000,2480325,2261614,C61115411668848550073,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497872,2.33E+11,2497872T1668848664011,UPI
1000,2480325,2497815,C61196531668848605575,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497877,2.33E+11,2497877T1668848696633,UPI
4000,2475717,2487063,C61290301668848715916,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497881,2.33E+11,2497881T1668848835115,UPI
1000,2480325,2299224,C21765221668849490722,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2497908,2.33E+11,2497908T1668849599460,UPI
1000,2480325,2498184,C61300121668856836827,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498189,2.33E+11,2498189T1668856945638,UPI
2128,1551754,1685265,C60598711668857899231,2022-11-21,2022-11-21,2022-11-19,2022-11-19,1685270,2.33E+11,1685270T1668857992009,UPI
1000,2480325,2480012,C61283861668866798091,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498582,2.33E+11,2498582T1668866895474,UPI
1000,2480325,2492205,C61294501668867382405,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498614,2.33E+11,2498614T1668867552033,UPI
1000,2480325,1816122,C60758611668867455301,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498619,2.33E+11,2498619T1668867625467,UPI
1000,2480325,2010845,C60971281668868524988,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498657,2.33E+11,2498657T1668868615282,UPI
1123,1498133,1490932,C60209231668869674208,2022-11-21,2022-11-21,2022-11-19,2022-11-19,1560138,2.33E+11,1560138T1668869787605,UPI
1123,1853806,1861931,C60790181668873031160,2022-11-21,2022-11-21,2022-11-19,2022-11-19,1861969,2.33E+11,1861969T1668873144822,UPI
1000,2480325,2110937,C61056431668878627197,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498850,2.33E+11,2498850T1668878711046,UPI
1000,2480325,1714774,C60648971668879921114,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498876,2.33E+11,2498876T1668880036926,UPI
2000,2457270,2486806,C61289891668881929532,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2498909,2.33E+11,2498909T1668882080322,UPI
2000,2457270,2364595,C61198151668894783268,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2499002,2.33E+11,2499002T1668894921148,UPI
2000,2457270,2502105,C61301991668899870033,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2502107,2.33E+11,2502107T1668900069258,UPI
4000,2475717,2502115,C61302051668905122380,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2502117,2.33E+11,2502117T1668905228935,UPI
1000,2480325,1855326,C60797441668919035995,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2502315,2.33E+11,2502315T1668919125934,UPI
2000,2457270,2502459,C61302851668923114669,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2502491,2.33E+11,2502491T1668923226863,UPI
1000,2480325,2382997,C61212901668923562449,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2502516,2.33E+11,2502516T1668923676721,UPI
1000,2480325,2381807,C61211501668926354624,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2502579,2.33E+11,2502579T1668926456844,UPI
4000,2475717,2503062,C61303841668939785908,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503085,2.33E+11,2503085T1668939893489,UPI
1000,2480325,2503138,C32975091668945118591,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503214,2.33E+11,2503214T1668945231124,UPI
1000,2480325,1796690,C60729451668947934013,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503307,2.33E+11,2503307T1668948076249,UPI
2000,2457270,2503322,C61304661668948638098,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503330,2.33E+11,2503330T1668948736108,UPI
2129,1967040,1947702,C60907011668956725555,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2011998,2.33E+11,2011998T1668956822080,UPI
4000,2475717,2503617,C61305281668956922804,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503644,2.33E+11,2503644T1668957075702,UPI
2000,2457270,2503132,C61045561668957057113,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503648,2.33E+11,2503648T1668957224064,UPI
1000,2480325,2498029,C59937081668962398732,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503765,2.33E+11,2503765T1668962513004,UPI
2000,2457270,2493127,C61296061668962585658,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503777,2.33E+11,2503777T1668962695353,UPI
1000,2480325,2503727,C61305601668965521817,2022-11-21,2022-11-21,2022-11-20,2022-11-20,2503871,2.33E+11,2503871T1668965629114,UPI
2000,2457270,2249919,C61105441668969937952,2022-11-22,2022-11-22,2022-11-21,2022-11-21,2503927,2.33E+11,2503927T1668970126496,UPI
